Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
CHINA'S OLDEST CORONAVIRUS SURVIVORS,"Huang, Yan-Mei; Hong, Xue-Zhi; Shen, Jian; Huang, Yi; Zhao, Hai-Lu","The outbreak of the novel coronavirus disease 2019 (COVID‐19) represents a global human pandemic. As of March 16, 2020, 167,515 cases were reported in 151 countries and regions. The death toll worldwide has reached 6,606, far exceeding the fatalities of two other coronavirus diseases—severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS)—combined.1 Clinical studies consistently show that critical conditions and deaths associated with COVID‐19 occurred particularly in older adults, especially those with chronic multimorbidity.2, 3 Extraordinarily, five older patients aged 98 years and over were discharged from hospitals, four of whom were in Wuhan—the epicenter of the global outbreak. Here we present their successful stories to inspire medical staff, patients, and the public. The first case was the oldest so far reported. A 103‐year‐old woman who had a confirmed positive nucleic acid test result for COVID‐19 on March 1 was admitted to the Li‐Yuan Hospital, Tongji Medical College of Huazhong University of Science and Technology.4 She was bedridden with preexisting Alzheimer's disease and other comorbidities. Ward physicians and nurses tried hard to communicate with her accurately. Computed tomography (CT) imaging proved pleural effusion. Her condition was severe at admission yet improved with nurses' care and supportive treatments. She became nucleic acid negative on March 6 and returned home two days later. The second patient was a 98‐year‐old woman who presented with constant fever (>38.5°C) and fatigue on February 3.5 She lived with her 79‐year‐old daughter, and her 49‐year‐old granddaughter, who lived elsewhere, joined them for the Chinese Spring Festival. The three women showed COVID‐19 pneumonia as confirmed by CT scan and nucleic acid tests. They were admitted to the Wuhan First Hospital and shared a ward on February 13. After 10 more days of supportive therapies and individualized nutritional supplementation, the 98‐year‐old woman, together with her daughter and granddaughter, was confirmed to be COVID‐19‐free and was thus released the same day on March 3. The third case was also a 98‐year‐old woman who had a high body temperature > 40°C in early February.5 Considering her critically ill condition, she and her 55‐year‐old daughter, who also had the virus, were transferred to an intensive care unit in a makeshift hospital on the evening of February 13; they were discharged on March 1. The major treatments included anti‐infection medication, intensive nursing care, and nutritional supplementation. Despite her heart failure, she was joyfully all cleared from the severe lung infection. The fourth case who recovered from the coronavirus infection was a 98‐year‐old bishop.6 The pastor was diagnosed with COVID‐19 pneumonia on February 3 and treated at the Central Hospital in Nanyang, Henan province, which shares its border with Hubei, the province at the heart of the epidemic. He has tested negative since February 12 and was discharged two days later. In addition to the viral infection, the bishop had comorbidities such as arrhythmia and pleural effusions. He was treated with a thoracic drainage catheter and his recovery was exceptional. The last infected patient was a 101‐year‐old man who spent a week in the Wuhan Third Hospital.7 He became unwell in February and was immediately hospitalized after being diagnosed with the viral infection. His doctor claimed that the determined pensioner had concentrated on getting better soon so he could go home and take care of his 92‐year‐old wife. During hospitalization, the 101‐year‐old gentleman insisted on taking care of himself and was always the first to get up early for a morning walk. He clearly knew that “It is no bother and I can just do it.” Thanks to the significant commitment, hard work, and intensive care from the frontline medical staff and the Chinese government, these five oldest patients clearly show that age is definitely not a barrier to recovering from the nfection. These successful stories are indeed a joy to the world: Joy can be “infectious” and “pandemic” too.",2020,,Journal of the American Geriatrics Society,,,,,10.1111/jgs.16462,45112,#42080,Huang 2020,,,42080,09-04-20
An Unexpected Revelation from COVID-19 Pneumonia,"Koo, Chieh Yang; Chan, Pofun; Ong, Heng Ann; Kojodjojo, Pipin",,2020,,Journal of the American College of Emergency Physicians Open,n/a,n/a,,,10.1002/emp2.12076,45181,#42081,Koo 2020,,,42081,09-04-20
How COVID-19 Disrupts—and Enhances—My Clinical Work,"Chou, Calvin L.",,2020,,Journal of Patient Experience,,,2374373520918739-2374373520918739,,10.1177/2374373520918739,45205,#42082,Chou 2020,,,42082,09-04-20
"Reply to Comments on 'Co-infection of SARS-CoV-2 and HIV in a patient in Wuhan city, China'","Zhu, Feng; Cao, Yang; Xu, Shuyun; Zhou, Min",Coronovirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronovirus 2 (SARS-CoV-2) infection has been ranging in China throughout the world now. The World Health Organiztion declared the COVID-19 crisis a global pandemic. The previous our case of co-infection of SARS-CoV-2 and HIV has raised the interests of the HIV research community(1) . This article is protected by copyright. All rights reserved.,2020,,Journal of medical virology,,,,,10.1002/jmv.25838,45106,#42083,Zhu 2020,,,42083,09-04-20
Mask is the possible key for self-isolation in COVID-19 pandemic,"Zhou, Zhi-Guo; Yue, Dong-Sheng; Mu, Chen-Lu; Zhang, Lei","Ma's research shows N95 masks, medical masks, even homemade masks could block at least 90% of the virus in aerosols(1) . This study puts the debate on whether the public wear masks back on the table. Recently Science interviewed Dr. Gao, director-general of Chinese Center for Disease Control and Prevention (CDC). This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25846,45104,#42084,Zhou 2020,,,42084,09-04-20
Analyzing Situational Awareness through Public Opinion to Predict Adoption of Social Distancing Amid Pandemic COVID-19,"Qazi, Atika; Qazi, Javaria; Naseer, Khulla; Zeeshan, Muhammad; Hardaker, Glenn; Maitama, Jaafar Zubairu; Haruna, Khalid","COVID-19 pandemic has affected over 100 countries in a matter of weeks. People's response towards social distancing in the emerging pandemic is uncertain. In this study, we evaluated the influence of information (formal and informal) sources on situational awareness of the public for adopting health-protective behaviors such as social distancing. For this purpose, a questionnaire-based survey was conducted. The hypothesis proposed suggests that adoption of social distancing practices is an outcome of situational awareness which is achieved by the information sources. Results suggest that information sources formal (p=0.001) and informal (p=0.007) were found to be significantly related to perceived understanding. Findings also indicate that social distancing is significantly influenced by situational awareness p=0.000. It can, therefore, be concluded that increase situational awareness in times of public health crisis using formal information sources can significantly increase the adoption of protective health behavior and in turn contain the spread of infectious diseases. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25840,45109,#42085,Qazi 2020,,,42085,09-04-20
Patterns of heart Injury in COVID - 19 and relation to outcome,"Mishra, Ajay Kumar; Sahu, Kamal Kant; Lal, Amos; Sargent, Jennifer","We read with much interest the article ""Analysis of heart injury laboratory parameters in 273 COVID-19 patients in one hospital in Wuhan, China"" by Han et al as published in March 2020. In this retrospective, single center study authors have discussed the role of acute cardiovascular injury marker including CK-MB, Myoglobulin, cardiac troponin I (cTnI) and NT- proBNP on the outcome of 273 patients with COVID-19 disease. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25847,45105,#42086,Mishra 2020,,,42086,09-04-20
Reporting of all cardiac medications and their outcome in COVID - 19,"Mishra, Ajay Kumar; Sahu, Kamal Kant; Lal, Amos","We read with much interest the article ""Organ- protective effect of Angiotensin Converting Enzyme 2 and its Effect on the prognosis of COVID -19"" by Cheng et al in your esteemed Journal. Authors have discussed the theoretical basis of Angiotensin Converting Enzyme 2 in improving outcome of COVID - 19 patients(1) . This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25843,45108,#42087,Mishra 2020,,,42087,09-04-20
"Comment on ""Organ-protective Effect of Angiotensin-converting Enzyme 2 and its Effect on the Prognosis of COVID-19""","Cure, Erkan; Cumhur Cure, Medine","We read with great interest the article by Cheng H et al. The authors mentioned that angiotensin-converting enzyme 2 (ACE2) is protective against novel coronavirus disease 2019 (COVID-19). We would like to explain how cytosolic pH increases the COVID-19 infection by affecting the ACE2. In addition, we would like to mention that amiloride, which increases the cytosolic pH, can be used in the COVID-19 treatment. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25848,45107,#42088,Cure 2020,,,42088,09-04-20
An SIS model for the epidemic dynamics with two phases of the human day-to-day activity,"Seno, Hiromi","An SIS model is analyzed to consider the contribution of community structure to the risk of the spread of a transmissible disease. We focus on the human day-to-day activity introduced by commuting to a central place for the social activity. We assume that the community is classified into two subpopulations: commuter and non-commuter, of which the commuter has two phases of the day-to-day activity: private and social. Further we take account of the combination of contact patterns in two phases, making use of mass-action and ratio-dependent types for the infection force. We investigate the dependence of the basic reproduction number on the commuter ratio and the daily expected duration at the social phase as essential factors characterizing the community structure, and show that the dependence is significantly affected by the combination of contact patterns, and that the difference in the commuter ratio could make the risk of the spread of a transmissible disease significantly different.",2020,,Journal of Mathematical Biology,,,Jan-32,,10.1007/s00285-020-01491-0,45208,#42089,Seno 2020,,,42089,09-04-20
Public Health and Ethics Intersect at New Levels With Gerontological Nursing in COVID-19 Pandemic,"Young, Heather M.; Fick, Donna M.",,2020,,Journal of gerontological nursing,,,01-Apr,,10.3928/00989134-20200403-01,45128,#42090,Young 2020,,,42090,09-04-20
Digestive system involvement of novel coronavirus infection: prevention and control infection from a gastroenterology perspective,"Li, Lian Yong; Wu, Wei; Chen, Sheng; Gu, Jian Wen; Li, Xin Lou; Song, Hai Jing; Du, Feng; Wang, Gang; Zhong, Chang Qing; Wang, Xiao Ying; Chen, Yan; Shah, Rushikesh; Yang, He Ming; Cai, Qiang","An epidemic of an acute respiratory syndrome caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in Wuhan, China, now known as coronavirus disease 2019 (COVID-19), beginning in December 2019 has attracted an intense amount of attention worldwide. As the natural history and variety of clinical presentations of this disease unfolds, the extrapulmonary symptoms of the disease have emerged, especially the symptoms related to the digestive system. While the respiratory mode of transmission is well-known and likely the principal mode of transmission of this disease, the possibility of the fecal-oral route of transmission has also emerged in various case series and clinical scenario. In this review article, we summarized the published literatures to date concerning four different aspects: (a) gastrointestinal manifestations of COVID-19 infection; (b) microbiologic and virological investigations; (c) the role of fecal-oral transmission; and (d) prevention/control infection in the digestive endoscopy room. A timely understanding of the relationship between the disease and the digestive system and implementing effective preventive measures are of great significance for a favorable outcome of the disease and can help mitigate further transmission by appropriate measures. This article is protected by copyright. All rights reserved.",2020,,Journal of digestive diseases,,,,,10.1111/1751-2980.12862,45099,#42091,Li 2020,,,42091,09-04-20
SECURE-Psoriasis: A de-identified registry of psoriasis patients diagnosed with COVID-19,"Balogh, Esther A.; Heron, Courtney; Feldman, Steven R.; Huang, William W.",,2020,,The Journal of dermatological treatment,,,01-Feb,,10.1080/09546634.2020.1753996,45116,#42092,Balogh 2020,,,42092,09-04-20
